9 bcdefghi,aihdc,abd,acbhgfe,adf,aedg,afdh,agdbi,ahb
9 bcdefg,aeh,ahed,ace,adchbgif,aei,aie,bec,egf
9 bcdef,afg,agh,ahg,agi,aigb,bfiedhc,cgd,egf
9 bcde,afg,agh,ahg,agi,big,bfiedhc,cgd,egf
9 bcdefg,agc,abhfeid,aci,aic,ach,ahb,cgf,ced
9 bcdef,afg,agh,ahg,agi,aib,biedhc,cgd,egf
9 bcdefg,agdh,ahd,achbgfie,adi,aid,adb,bdc,dfe
9 bcdef,adg,ahd,achgbfie,adi,aid,bdh,cgd,dfe
9 bcdefg,aec,abh,ahe,adhbgif,aei,aie,ced,egf
9 bcdefg,agh,ahi,aih,ahf,aehg,afhb,bgfedic,chd
9 bcdefg,agh,ahi,aih,ahf,aeg,afhb,bgedic,chd
9 bcdefg,agh,ahi,aih,ahf,aeg,afb,bedic,chd
9 bcdefgh,ahc,abgfeid,aci,aic,acg,afch,agb,ced
9 bcdefgh,ahc,abfeid,aci,aic,acg,afh,agb,ced
9 bcdefgh,ahc,abhfeid,aci,aic,acg,afh,agcb,ced
9 bcdefghi,aic,abihgfed,ace,adcf,aec,ach,agc,acb
9 bcdefgh,ahi,aid,acie,adi,aig,afi,aib,bhgfedc
9 bcdefgh,ahi,aih,ahe,adh,ahg,afh,agfedcib,bhc
9 bcdefg,agh,ahi,aih,ahf,aeh,ahb,bgfedic,chd
9 bcdefgh,ahic,abid,acie,adif,aeig,afih,agib,bhgfedc
9 bcdefg,aghi,aihd,ache,adhf,aehg,afhb,bgfedci,bhc
9 bcdef,aghc,abhd,ache,adhf,aehi,bih,bgifedc,fhg
9 bcdef,aghi,aihd,ache,adhf,aehg,bfh,bgfedci,bhc
9 bcdef,agc,abhd,ache,adhi,aihg,bfh,cgfied,ehf
9 bcdef,afgc,abgh,ahgi,aif,aeb,bidhc,cgd,dge
9 bcdef,afc,abgh,ahgi,aif,aeb,cidh,cgd,dge
9 bcdef,afgc,abgh,ahi,aigf,aegb,bfeihc,cgd,dge
9 bcde,afgc,abgd,acgh,ahi,big,bfihdc,dge,egf
9 bcdef,afgc,abgd,acgh,ahi,aib,bihdc,dge,egf
9 bcde,aefg,ahi,aie,adfb,beihg,bfh,cgf,cfd
9 bcde,aefg,ahi,aie,adb,bihg,bfh,cgf,cfd
9 bcdef,afgc,abd,acgh,ahgi,aigb,bfiehd,dge,egf
9 bcdef,afgc,abd,acgh,ahgi,aib,biehd,dge,egf
9 bcdef,afc,abd,acgh,ahgi,aigb,dfieh,dge,egf
9 bcdef,afgh,ahgd,acge,adgi,aigb,bfiedch,bgc,egf
9 bcdef,aghc,abhd,achi,aihf,aeg,bfh,bgeidc,dhe
9 bcde,afgc,abgh,ahge,adi,big,bfidhc,cgd,egf
9 bcde,afgc,abgh,ahe,adi,big,bfihc,cgd,egf
9 bcdef,afgc,abgh,ahe,adi,aigb,bfihc,cgd,egf
9 bcdef,afgc,abh,ahge,adi,aigb,bfidh,cgd,egf
9 bcde,afg,aghd,ache,adi,bih,bhc,cgfid,ehf
9 bcde,afg,aghd,ace,adi,bih,bhc,cgfi,ehf
9 bcde,afgc,abh,ahge,adi,big,bfidh,cgd,egf
9 bcdef,afgh,ahgd,aci,aif,aegb,bfich,bgc,dge
9 bcdef,afc,abgh,ahge,adi,aib,cidh,cgd,egf
9 bcdef,afgc,abh,ahge,adgi,aigb,bfiedh,cgd,egf
9 bcde,afgh,ahgd,acge,adi,big,bfidch,bgc,egf
9 bcde,afgh,ahgd,ace,adi,big,bfich,bgc,egf
9 bcde,afgh,ahd,ace,adi,big,bfih,bgc,egf
9 bcdef,afc,abg,aghe,adhi,aihb,chd,dgfie,ehf
9 bcdef,afc,abg,aghe,adhi,aib,chd,dgie,ehf
9 bcdef,afgc,abh,ahge,adgi,aib,biedh,cgd,egf
9 bcde,afgh,ahd,acge,adi,big,bfidh,bgc,egf
9 bcdef,afgh,ahgd,ace,adgi,aigb,bfiech,bgc,egf
9 bcdef,afg,aghd,ace,adhi,aihb,bhc,cgfie,ehf
9 bcde,afc,abgh,ahge,adi,big,cfidh,cgd,egf
9 bcde,afc,abg,aghe,adi,bih,chd,dgfi,ehf
9 bcdefg,aghc,abhi,aihe,adhf,aeg,afhb,bgedic,chd
9 bcdef,afgh,aigd,acge,adf,aegb,bfdcih,bgi,chg
9 bcdefg,agc,abhd,ache,adhf,aehi,aihb,cgifed,fhg
9 bcdef,afgh,aigd,ace,adgf,aegb,bfecih,bgi,chg
9 bcdef,afgc,abgh,aige,adf,aeb,bdihc,cgi,dhg
9 bcdefg,aghc,abhd,achi,aif,aehg,afhb,bgfidc,dhe
9 bcdef,afgh,aid,acge,adgf,aegb,bfedih,bgi,chg
9 bcde,aefg,ahd,acfe,adfb,bedhig,bfi,cif,fhg
9 bcdef,afgc,abgh,aie,adf,aegb,bfihc,cgi,dhg
9 bcde,aefg,ahd,ace,adfb,behig,bfi,cif,fhg
9 bcde,aefg,ahd,ace,adb,bhig,bfi,cif,fhg
9 bcdefgh,ahidc,abd,acbie,adif,aeig,afih,agib,bhgfed
9 bcdefg,aghi,aid,acihe,adhf,aehg,afhb,bgfedi,bhdc
9 bcdef,agh,ahid,acie,adif,aeig,bfih,bgic,chgfed
9 bcde,afgc,abgd,acgh,ahi,big,bfihdc,dgie,ehgf
9 bcdef,afgh,aid,acige,adgf,aegb,bfedih,bgi,chgd
9 bcde,aefg,ahd,achfe,adfb,bedhig,bfi,cifd,fhg
9 bcdefg,agfhi,aihd,ache,adhf,aehbg,afb,bfedci,bhc
9 bcdefg,aghi,aihd,ache,adhgf,aeg,afehb,bgedci,bhc
9 bcdef,afgh,ahd,achge,adgi,aigb,bfiedh,bgdc,egf
9 bcde,afg,aghi,aihe,adhf,behg,bfhc,cgfedi,chd
9 bcde,afg,agh,ahie,adif,beig,bfic,cid,dhgfe
9 bcde,afg,aghi,aihe,adhf,behg,bfc,cfedi,chd
9 bcde,afg,aghi,aihe,adhf,beg,bfhc,cgedi,chd
9 bcde,afg,aghi,aihe,adf,behg,bfhc,cgfdi,chd
9 bcde,afg,aghi,aie,adhf,behg,bfhc,cgfei,chd
9 bcde,afgh,aid,acige,adgf,beg,bfedih,bgi,chgd
9 bcdef,aghc,abhi,aie,adihf,aeg,bfh,bgeic,ched
9 bcde,afgh,ahd,achge,adi,big,bfidh,bgdc,egf
9 bcde,afgh,ahd,ache,adi,big,bfih,bgdc,egf
9 bcde,afgh,aid,acige,adf,beg,bfdih,bgi,chgd
9 bcde,afgh,aid,acie,adf,beg,bfih,bgi,chgd
9 bcdef,aghc,abhi,aie,adif,aeg,bfh,bgic,ched
9 bcdef,afg,aghi,aihe,adhf,aehgb,bfhc,cgfedi,chd
9 bcdef,aghc,abhed,ace,adchf,aehi,bih,bgifec,fhg
9 bcdefgh,ahic,abid,acife,adf,aedig,afih,agb,bgfdc
9 bcdefg,aghi,aid,acihe,adhf,aeg,afhb,bgedi,bhdc
9 bcdef,afghi,aid,ache,adhg,agb,bfeh,bgedi,bhc
9 bcde,afg,ahd,acie,adif,beig,bfih,cgi,dhgfe
9 bcde,aefg,ahd,achfi,aib,bidhg,bfh,cgfd,dfe
9 bcdef,agc,abghi,aie,adf,aehg,bfhc,cgfi,chd
9 bcdef,afgh,aid,acige,adgf,aeb,bedih,bgi,chgd
9 bcdefg,agh,ahid,ace,adif,aeig,afihb,bgic,chgfe
9 bcdef,afgh,ahi,aige,adf,aegb,bfdih,bgic,chgd
9 bcde,aefg,ahi,aife,adb,bdihg,bfh,cgfi,chfd
9 bcdefg,agfhi,aid,ache,adhf,aehbg,afb,bfedi,bhc
9 bcdef,afg,ahd,acie,adif,aeigb,bfih,cgi,dhgfe
9 bcdefg,agc,abhd,achfe,adf,aedhi,aib,cifd,fhg
9 bcdef,afg,ahd,ace,adif,aeigb,bfih,cgi,ehgf
9 bcdefg,agh,ahid,acife,adf,aedig,afib,bic,chgfd
9 bcdef,aghi,aid,acihe,adhf,aeg,bfh,bgedi,bhdc
9 bcdef,afg,aghd,aci,aihf,aehgb,bfhc,cgfei,dhe
9 bcdef,afegh,ahi,aige,adgbf,aeb,bedih,bgc,cgd
9 bcde,aef,agh,ahie,adifb,beig,cfi,cid,dhgfe
9 bcdef,aghdc,abd,acbhe,adhf,aei,bih,bgied,fhg
9 bcde,afc,abfgd,acge,adh,bigc,cfihd,egi,fhg
9 bcdefg,aghi,aihed,ace,adchf,aehg,afb,bfeci,bhc
9 bcdefgh,ahiedc,abd,acbe,adbif,aeig,afih,agib,bhgfe
9 bcdefg,aghi,aid,acie,adihf,aehg,afhb,bgfei,bhedc
9 bcdef,agh,ahgid,acie,adif,aeig,bfich,bgc,cgfed
9 bcde,afgc,abgd,acgh,ahi,bihg,bfhdc,dgfie,ehf
9 bcdef,afgh,aid,acie,adigf,aegb,bfeih,bgi,chged
9 bcdefg,agh,ahgid,acie,adif,aeig,afichb,bgc,cgfed
9 bcdef,aghc,abhd,ache,adhgif,aei,bieh,bgedc,egf
9 bcdefg,agfh,ahid,acie,adif,aeihbg,afb,bfic,chfed
9 bcdef,afgh,ahd,achi,aigf,aegb,bfeih,bgidc,dhge
9 bcdefg,agehi,aihd,ache,adhbgf,aeg,afeb,bedci,bhc
9 bcdef,afeg,ahid,acie,adigbf,aeb,beih,cgi,chged
9 bcdefg,aghi,aihd,achgfe,adf,aedg,afdhb,bgdci,bhc
9 bcdef,aghi,aid,acie,adihf,aehg,bfh,bgfei,bhedc
9 bcdef,afg,agfhd,achi,aihf,aehcgb,bfc,cfeid,dhe
9 bcde,afgh,ahi,aihge,adgf,beg,bfedh,bgdic,chd
9 bcde,afgh,ahgd,acgfie,adi,bidg,bfdch,bgc,dfe
9 bcdef,afgh,ahgd,acgie,adi,aigb,bfdch,bgc,dfe
9 bcdef,aghc,abhi,aihe,adgf,aeg,bfe,bdic,chd
9 bcdef,afeg,aghi,aihe,adhgbf,aeb,behc,cgedi,chd
9 bcde,afgh,ahd,achi,aigf,beg,bfeih,bgidc,dhge
9 bcdefgh,ahic,abid,acife,adf,aedg,afih,agib,bhgdc
9 bcdefg,aghi,aid,acie,adhf,aehg,afhb,bgfei,bhdc
9 bcdef,afgh,aid,acie,adgf,aegb,bfeih,bgi,chgd
9 bcde,aefg,ahd,ache,adfb,behig,bfi,cifd,fhg
9 bcdefg,agh,ahid,acie,adif,aeig,afihb,bgc,cgfed
9 bcdef,afgh,ahi,aige,adgf,aegb,bfedh,bgic,chd
9 bcde,afgc,abgd,acgh,ahi,big,bfhdc,dgie,ehf
9 bcde,afgc,abgd,acgh,ahi,big,bfdc,die,ehf
9 bcde,aefg,ahi,aife,adfb,bedhg,bfh,cgfi,chd
9 bcdef,aghc,abhd,ache,adhif,aei,bih,bgedc,egf
9 bcde,afgc,abgd,acghe,adh,big,bfidc,die,fhg
9 bcdefg,aghc,abhd,acie,adi,aihg,afhb,bgfc,dfe
9 bcdef,aghc,abhd,ache,adif,aei,bih,bgdc,egf
9 bcde,afgc,abgd,ache,adh,big,bfic,die,fhg
9 bcdefg,agfh,ahid,acie,adif,aeibg,afb,bic,chfed
9 bcdef,aghc,abhd,achfe,adf,aedi,bih,bgidc,fhg
9 bcdefg,aghc,abhd,acfe,adf,aedi,aihb,bgic,fhg
9 bcdef,aghc,abhd,acfe,adf,aedi,bih,bgic,fhg
9 bcdefg,aghi,aihd,ache,adhgf,aeg,afeb,bedci,bhc
9 bcdef,afgh,ahd,ache,adgi,aigb,bfieh,bgdc,egf
9 bcde,afgh,aid,acie,adgf,beg,bfeih,bgi,chgd
9 bcdef,aghc,abhed,ace,adcf,aehi,bih,bgifc,fhg
9 bcdefg,ahic,abid,acfe,adf,aedg,afih,bgi,bhgc
9 bcdef,aghc,abed,ace,adcf,aehi,bih,bgif,fhg
9 bcdefg,aghi,aihd,achfe,adf,aedg,afhb,bgdci,bhc
9 bcdef,aghi,aid,acie,adhf,aehg,bfh,bgfei,bhdc
9 bcdefg,aghi,aihed,ace,adcf,aehg,afhb,bgfci,bhc
9 bcdefgh,ahic,abid,acfe,adf,aedg,afih,agib,bhgc
9 bcdefgh,ahic,abid,acige,adf,aeg,afdih,agib,bhgdc
9 bcdefg,aghi,aid,ace,adihf,aehg,afhb,bgfei,bhec
9 bcdef,afg,aghd,ache,adhi,aib,bihc,cgied,ehgf
9 bcde,afgc,abgh,ahe,adi,big,bfihc,cgid,ehgf
9 bcdef,afgh,aid,ace,adigf,aegb,bfeih,bgi,chge
9 bcde,aefg,ahd,ace,adhfb,behig,bfi,cife,fhg
9 bcdefg,agehi,aihd,ache,adhbf,aeg,afb,bedci,bhc
9 bcdefg,aghi,aihd,achge,adf,aeg,afdhb,bgdci,bhc
9 bcdef,aghi,aid,ace,adihf,aehg,bfh,bgfei,bhec
9 bcde,aef,afgh,ahgi,aib,bigc,cfidh,cgd,dgfe
9 bcdefgh,afic,abid,acie,adif,aeibhg,afh,agf,bfedc
9 bcdefg,aghi,aid,aci,aihf,aehg,afhb,bgfei,bhedc
9 bcdef,aghc,abhd,achi,aif,aei,bih,bgidc,dhgfe
9 bcdefg,ahic,abid,acie,adihgf,aeg,afe,bei,bhedc
9 bcdefg,aehi,aihd,ache,adhbgf,aeg,afe,bedci,bhc
9 bcdefg,aghi,aihd,achgfe,adf,aed,adhb,bgdci,bhc
9 bcdef,aghi,aid,aci,aihf,aehg,bfh,bgfei,bhedc
9 bcdef,adgh,aigd,acgbfe,adf,aed,bdcih,bgi,chg
9 bcdefgh,ahic,abid,acgfe,adf,aed,adih,agib,bhgc
9 bcdefg,aghi,aid,aci,aihf,aehg,afhb,bgfe,bedc
9 bcdef,aghc,abhd,achi,aif,aei,bih,bgdc,dgfe
9 bcde,afgc,abgh,ahe,adh,big,bfic,cied,fhg
9 bcde,aefg,ahd,ach,aifb,beig,bfh,cgid,ehf
9 bcdefg,ahic,abid,acie,adhgf,aeg,afe,bei,bhdc
9 bcdef,aghc,abhd,acife,adf,aed,bih,bgic,dhg
9 bcdefg,aehi,aihd,ache,adbgf,aeg,afe,bdci,bhc
9 bcdefg,aghi,aihd,acgfe,adf,aed,adhb,bgci,bhc
9 bcdef,aghi,aid,aci,aihf,aehg,bfh,bgfe,bedc
9 bcde,afgh,ahgi,aie,adi,big,bfch,bgc,cfed
9 bcdef,aghi,aihd,acgfe,adf,aed,bdh,bgci,bhc
9 bcdef,adgh,aigd,acbfe,adf,aed,bcih,bgi,chg
9 bcdefg,aghi,aifed,ace,adc,achg,afhb,bgfi,bhc
9 bcdef,aghc,abhi,aigfe,adf,aed,bdh,bgic,chd
9 bcdefg,aghc,abhgid,acie,adif,aeig,afichb,bgc,cgfed
9 bcdef,afgchi,aihbgd,acge,adgf,aegb,bfedc,bci,bhc
9 bcdef,afghi,aihgd,acge,adgf,aegb,bfedc,bci,bhc
9 bcdef,afgh,ahid,acie,adif,aeihgb,bfh,bgfic,chfed
9 bcde,aefg,aghi,aife,adfb,bedig,bfihc,cgi,chgfd
9 bcdef,afgc,abghd,achi,aigf,aegb,bfeic,cid,dhge
9 bcdef,afgh,ahgd,acgfie,adif,aeidgb,bfdch,bgc,dfe
9 bcde,aefcgh,ahgbfd,acfi,aifb,beidc,bch,bgc,dfe
9 bcde,aefgh,ahgfd,acfi,aifb,beidc,bch,bgc,dfe
9 bcde,aefg,aghi,aihe,adhgfb,beg,bfehc,cgedi,chd
9 bcd,aefg,aghi,aife,bdf,bedig,bfihc,cgi,chgfd
9 bcde,afgc,abhid,acih,ahgf,beg,bfeh,cgedi,chd
9 bcde,afgc,abghd,achi,aigf,beg,bfeic,cid,dhge
9 bcde,afgc,abhd,achi,aigf,beg,bfei,cid,dhge
9 bcdef,aghc,abhid,acie,adihf,aehg,bfh,bgfec,ced
9 bcdefg,aghc,abhid,acie,adihf,aehg,afhb,bgfec,ced
9 bcdefgh,ahgidc,abd,acbie,adif,aeig,afibh,agb,bgfed
9 bcdefg,agh,ahd,achie,adif,aeig,afihb,bgidc,dhgfe
9 bcdef,agh,ahid,acie,adigf,aeg,bfeih,bgic,chged
9 bcde,afgc,abghd,ach,ahi,big,bfihc,cgied,ehgf
9 bcdefg,agh,ahid,acie,adigf,aeg,afeihb,bgic,chged
9 bcdef,aghc,abhed,ace,adchif,aei,bih,bgiec,ehgf
9 bcdef,afgh,ahd,achgie,adi,aigb,bfidh,bgdc,dgfe
9 bcde,afg,agh,ahie,adif,beig,bfihc,cgid,dhgfe
9 bcdefg,agfhi,aihd,achfe,adf,aedhbg,afb,bfdci,bhc
9 bcdefgh,ahidc,abd,acbie,adf,aeig,afih,agib,bhgfd
9 bcdefg,agh,ahd,acie,adif,aeig,afihb,bgic,dhgfe
9 bcdef,agh,ahid,acie,adigf,aeg,bfei,bic,chged
9 bcde,afgc,abghd,ach,ahi,big,bfihc,cged,egf
9 bcdef,afgh,ahgd,acgie,adi,aib,bidch,bgc,dgfe
9 bcdef,afgh,ahi,aie,adgf,aegb,bfeih,bgic,chgd
9 bcde,aefg,ahi,aie,adfb,beihg,bfh,cgfi,chfd
9 bcdefg,agh,ahid,acie,adigf,aeg,afeib,bic,chged
9 bcdef,aghc,abhed,ace,adchf,aei,bih,bgiec,fhg
9 bcdefg,aghi,aihd,achfe,adf,aedhg,afb,bfdci,bhc
9 bcdefg,aghi,aihed,ace,adchf,aeg,afhb,bgeci,bhc
9 bcdefg,aghi,aid,acihe,adf,aehg,afhb,bgfdi,bhdc
9 bcdef,afgh,aid,acige,adf,aegb,bfdih,bgi,chgd
9 bcdefg,aghc,abhd,achi,aif,aeig,afb,bidc,dhfe
9 bcdef,afgh,aid,acie,adf,aegb,bfih,bgi,chgd
9 bcdefgh,ahgic,abied,ace,adcif,aeig,afibh,agb,bgfec
9 bcdefg,agh,ahied,ace,adcif,aeig,afihb,bgic,chgfe
9 bcdef,agc,abghd,ache,adhif,aei,bihc,cgied,ehgf
9 bcdefg,agh,ahid,acife,adf,aedig,afihb,bgic,chgfd
9 bcdef,afg,aghid,aci,aihf,aehgb,bfhc,cgfei,ched
9 bcdef,afegh,ahi,aige,adgbf,aeb,bedih,bgic,chgd
9 bcdef,aghdc,abd,acbhe,adhif,aei,bih,bgied,ehgf
9 bcde,afc,abfgd,acghe,adh,bigc,cfihd,dgie,fhg
9 bcdef,aghi,aid,acihe,adhgf,aeg,bfeh,bgedi,bhdc
9 bcdefg,agfhi,aihed,ace,adchf,aehbg,afb,bfeci,bhc
9 bcdefg,aghc,abhd,achie,adihgf,aeg,afehb,bgeidc,dhe
9 bcdef,afghi,aid,acige,adgf,aegb,bfedih,bgi,bhgdc
9 bcdef,afghi,aid,acige,adgf,aegb,bfedh,bgi,bhdc
9 bcdef,afg,aghd,ache,adhif,aeihgb,bfhc,cgfied,ehf
9 bcde,afgc,abghd,achgie,adi,big,bfidhc,cgd,dgfe
9 bcde,aefgh,ahi,aife,adfb,bedihg,bfh,bgfic,chfd
9 bcde,aefgh,ahi,aife,adfb,bedig,bfh,bgic,chfd
9 bcdef,afgc,abghd,achgie,adi,aib,bidhc,cgd,dgfe
9 bcde,aefgh,ahi,aie,adfb,beihg,bfh,bgfic,chfd
9 bcdef,afgh,ahgid,aci,aif,aegb,bfich,bgc,cged
9 bcdef,afghc,abhid,aci,aif,aegb,bfih,bgc,cged
9 bcdef,afghc,abhid,aci,aigf,aegb,bfeih,bgc,cged
9 bcde,afgc,abghd,achie,adi,big,bfihc,cgd,dgfe
9 bcdef,afgc,abhd,achgie,adi,aigb,bfidh,cgd,dgfe
9 bcde,aefg,agh,ahie,adib,big,bfihc,cgid,dhgfe
9 bcde,aefg,agh,ahie,adib,big,bfhc,cgid,dhfe
9 bcdef,afgh,ahgid,aci,aigf,aegb,bfeich,bgc,cged
9 bcde,afgc,abgh,ahgie,adi,big,bfidhc,cgd,dgfe
9 bcdef,afg,aghd,ache,adhi,aigb,bfhc,cgied,ehf
9 bcde,afgc,abgh,ahie,adi,big,bfihc,cgd,dgfe
9 bcdef,afgc,abgh,ahie,adi,aigb,bfhc,cgd,dfe
9 bcde,afgc,abgh,ahie,adi,big,bfhc,cgd,dfe
9 bcdefg,aghc,abhd,achife,adf,aedihg,afhb,bgfidc,dhf
9 bcdef,afgh,ahgd,acgife,adf,aedigb,bfidch,bgc,dgf
9 bcde,afgh,ahd,achige,adgf,beg,bfedih,bgidc,dhg
9 bcde,afgh,ahd,acige,adgf,beg,bfedih,bgic,dhg
9 bcde,afgh,ahd,acige,adgf,beg,bfedi,bic,dhg
9 bcd,aef,afgh,ahge,bdgi,bigc,cfiedh,cgd,egf
9 bcd,aef,afgh,ahge,bdi,bigc,cfidh,cgd,egf
9 bcd,aef,afgh,ahe,bdi,bigc,cfih,cgd,egf
9 bcde,afc,abghd,achi,aif,behg,cfh,cgfid,dhe
9 bcde,afc,abghd,achi,aif,beg,cfh,cgid,dhe
9 bcde,afc,abgd,achi,aif,behg,cfh,dgfi,dhe
9 bcde,afc,abgd,achi,aif,beg,cfh,dgi,dhe
9 bcde,afc,abgd,achi,aihf,behg,cfh,dgfei,dhe
9 bcd,aef,afgh,ahge,bdgif,beigc,cfiedh,cgd,egf
9 bcd,aef,afgh,ahge,bdif,beigc,cfidh,cgd,egf
9 bcd,aef,afgh,ahge,bdif,beic,cidh,cgd,egf
9 bcde,afc,abfgd,achi,aihf,behgc,cfh,dgfei,dhe
9 bcde,afc,abfghd,achi,aihf,begc,cfh,cgeid,dhe
9 bcde,afc,abfgd,achi,aihf,begc,cfh,dgei,dhe
9 bcde,afc,abfg,ahi,aihf,begc,cfh,dgei,dhe
9 bcdef,afc,abfgd,achi,aihf,aehgcb,cfh,dgfei,dhe
9 bcdef,aghc,abied,ace,adcif,aehg,bfh,bgfi,che
9 bcdef,afgh,ahd,achige,adgf,aegb,bfedih,bgidc,dhg
9 bcde,afg,aghd,ache,adhf,behig,bfihc,cgifed,fhg
9 bcdef,agc,abghd,acie,adif,aeig,bfihc,cgi,dhgfe
9 bcdef,agc,abghid,acie,adif,aeig,bfhc,cgi,chfed
9 bcde,afg,aghd,ache,adhf,beig,bfihc,cgied,fhg
9 bcde,afg,aghd,ache,adhf,beig,bfic,cied,fhg
9 bcdefg,agc,abhid,acie,adif,aeig,afihb,cgi,chgfed
9 bcdef,afgh,ahgd,acgie,adf,aeigb,bfidch,bgc,dgf
9 bcdef,afg,aghd,achie,adf,aeihb,bhc,cgfid,dhf
9 bcdef,afg,aghd,achie,adf,aeib,bhc,cgid,dhf
9 bcdef,afgh,ahgd,acgie,adf,aeib,bidch,bgc,dgf
9 bcdef,afgh,ahd,acige,adgf,aegb,bfedih,bgic,dhg
9 bcde,aefg,ahd,acife,adfb,bedihg,bfh,cgfi,dhf
9 bcde,afg,aghd,ache,adhf,behi,bihc,cgifed,fhg
9 bcde,afg,aghd,ache,adhf,bei,bihc,cgied,fhg
9 bcde,afg,aghd,ache,adhf,bei,bic,cied,fhg
9 bcde,afg,aghd,ache,adf,bei,bihc,cgid,fhg
9 bcde,afg,aghd,ace,adhf,behi,bihc,cgife,fhg
9 bcde,afg,agd,ache,adhf,behi,bihc,dgife,fhg
9 bcdef,agc,abhid,acie,adif,aeg,bfih,cgi,chged
9 bcdef,agc,abhd,acie,adif,aeig,bfih,cgi,dhgfe
9 bcde,aefg,ahd,acie,adfb,beihg,bfh,cgfi,dhf
9 bcdef,afgc,abgh,ahe,adigf,aegb,bfeic,cid,ehg
9 bcde,aefg,ahd,acife,adfb,bedig,bfh,cgi,dhf
9 bcdefg,aghic,abid,acife,adf,aedig,afihb,bgi,bhgfdc
9 bcdef,afgh,ahd,achge,adgif,aeigb,bfiedh,bgdc,egf
9 bcdef,afgh,ahd,achge,adgif,aeib,biedh,bgdc,egf
9 bcdef,afghc,abhi,aie,adihf,aegb,bfh,bgeic,ched
9 bcdef,afghc,abhi,aie,adif,aegb,bfh,bgic,ched
9 bcdef,afghc,abhi,aie,adif,aehgb,bfh,bgfic,ched
9 bcdef,afg,aghid,acihe,adhf,aehgb,bfhc,cgfedi,chd
9 bcdef,afg,aghd,achie,adif,aeigb,bfic,cid,dhgfe
9 bcdefg,aghc,abhd,achie,adif,aeig,afihb,bgidc,dhgfe
9 bcdef,afgh,ahid,acie,adigf,aegb,bfeih,bgic,chged
9 bcde,aefg,aghd,achi,aifb,beihg,bfhc,cgfid,dhfe
9 bcde,aefghic,abid,acie,adifb,beihg,bfh,bgfi,bhfedc
9 bcd,adefg,aged,aceb,bdcghf,behig,bfihec,egif,fhg
9 bcd,adef,aged,aceb,bdcghf,behig,cfihe,egif,fhg
9 bcd,adefg,aged,aceb,bdcghf,behi,bihec,egif,fhg
9 bcde,aefg,aghifd,acfe,adfb,bedcig,bfihc,cgi,chgf
9 bcde,aefgc,abhifd,acfe,adfb,bedcig,bfih,cgi,chgf
9 bcde,aefg,ahifd,acfe,adfb,bedcig,bfih,cgi,chgf
9 bcd,aefc,abfd,acfg,bhif,beigdc,dfih,egi,ehgf
9 bcde,aefc,abfd,acfge,adghfb,beigdc,dfihe,egi,fhg
9 bcde,aefc,abfd,acfge,adghb,bigdc,dfihe,egi,fhg
9 bcde,aefc,abfd,acfge,adghib,bigdc,dfihe,egi,ehgf
9 bcde,aefg,aghid,acfe,adfb,bedig,bfihc,cgi,chgf
9 bcde,aefgc,abhid,acfe,adfb,bedig,bfih,cgi,chgf
9 bcde,aefg,ahid,acfe,adfb,bedig,bfih,cgi,chgf
9 bcde,aefc,abfghid,acie,adib,bihgc,cfh,cgfi,chfed
9 bcd,adef,afgd,acgb,bghif,beihgc,cfhed,egfi,ehf
9 bcd,adef,afgd,acgb,bghi,bihgc,cfhed,egfi,ehf
9 bcd,adef,afgd,acgb,bghif,beihc,ched,egfi,ehf
9 bcd,adef,afgd,acgb,bghi,bihc,ched,egfi,ehf
9 bcde,aefc,abfghi,aie,adib,bihgc,cfh,cgfi,chfed
9 bcde,aefc,abfgh,aie,adib,bihgc,cfh,cgfi,dhfe
9 bcde,aef,afghid,acie,adib,bihgc,cfh,cgfi,chfed
9 bcde,aefc,abghid,acie,adib,bihg,cfh,cgfi,chfed
9 bcde,aef,aghid,acie,adib,bihg,cfh,cgfi,chfed
9 bcde,aefc,abfd,acge,adghfb,beigc,dfihe,egi,fhg
9 bcde,aefc,abfd,acge,adghb,bigc,dfihe,egi,fhg
9 bcde,aefc,abfd,acge,adghib,bigc,dfihe,egi,ehgf
9 bcde,aefc,abghd,acie,adib,bihg,cfh,cgfi,dhfe
9 bcde,aef,aghd,acie,adib,bihg,cfh,cgfi,dhfe
9 bcde,aefc,abghifd,acfe,adfb,bedcig,cfih,cgi,chgf
9 bcd,adef,afed,aceb,bdcfgh,bhigec,efih,egif,fhg
9 bcd,adef,afed,aceb,bdcfg,bhigec,efih,fgi,fhg
9 bcd,adef,aed,aceb,bdcfg,bhige,efih,fgi,fhg
9 bcd,adef,aed,aceb,bdcg,bhig,efih,fgi,fhg
9 bcd,adef,afed,aceb,bdcgh,bhigc,efih,egif,fhg
9 bcde,aefc,abghifd,acfe,adb,bdcig,cfih,cgi,chgf
9 bcd,adef,afed,acb,bcfgh,bhigec,efih,egif,fhg
9 bcd,adef,aed,acb,bcfgh,bhige,efih,egif,fhg
9 bcd,adef,afed,acb,bcfgh,bigec,efih,egi,fhg
9 bcd,adef,afed,acb,bcfgh,bhiec,eih,egif,fhg
9 bcd,adef,afed,acb,bcgh,bhic,eih,egif,fhg
9 bcd,adef,afed,acb,bcgh,bhigc,efih,egif,fhg
9 bcde,aefc,abghif,afe,adb,bdcig,cfih,cgi,chgf
9 bcde,aef,aghif,afe,adb,bdcig,cfih,cgi,chgf
9 bcde,aefc,abghi,afe,adb,bdig,cfih,cgi,chgf
